Crop,pH,EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulphur,Zinc,Iron,Copper,Manganese,Boron
Tomato,6.05,0.15,0.64,420,24,156,40,0.32,3.72,0.31,3.06,0.26
Tur,7.88,0.14,1.15,165,20,405,31,1.07,4.32,1.37,1.38,0.37
Wheat,7.44,0.49,1.01,487,33,147,19,1.26,2.34,1.93,6.12,0.49
Banana,6.0,1.43,0.42,294,39,179,33,1.33,4.15,1.47,4.09,1.21
Onion,6.83,0.46,0.35,477,40,201,43,0.69,9.5,1.89,7.04,0.15
Jowar,6.97,0.4,0.77,214,29,318,27,0.75,6.75,0.96,1.19,1.41
Grapes,6.58,0.64,0.29,492,14,125,43,1.9,8.34,1.95,1.72,1.46
Groundnut,6.84,1.24,0.54,326,10,450,50,0.26,4.93,0.55,4.98,1.24
Bajra,6.34,0.14,0.61,216,43,138,24,1.1,3.96,0.46,2.98,1.15
Cotton,8.13,0.57,0.43,406,32,417,48,0.87,7.68,0.78,3.16,1.03
Groundnut,5.72,1.39,0.95,428,6,349,34,1.39,2.4,1.17,6.09,0.13
Cotton,8.14,1.39,1.05,161,28,354,46,0.77,6.67,0.92,2.74,0.18
Tur,8.22,0.42,0.64,161,16,295,35,1.14,3.42,1.57,3.13,0.52
Grapes,5.51,0.3,0.33,332,7,557,51,1.9,6.04,0.42,2.49,1.1
Wheat,6.06,1.08,0.26,381,36,448,17,1.9,3.31,1.29,1.49,0.77
Bajra,8.02,0.91,1.04,327,40,548,16,0.51,7.14,1.26,6.24,1.22
Cotton,8.39,1.38,0.81,396,29,249,18,0.91,5.96,0.87,5.85,1.43
Onion,8.14,0.41,0.85,575,30,369,34,2.0,5.39,0.25,6.34,0.5
Bajra,8.29,0.76,0.38,525,33,523,43,1.59,7.4,0.98,4.52,0.38
Bajra,6.74,1.04,0.62,530,34,150,48,1.71,8.32,1.62,5.75,0.47
Grapes,7.84,0.15,0.29,189,17,159,46,0.58,6.15,0.62,2.87,1.06
Tomato,6.74,1.33,1.09,465,18,435,7,0.67,3.72,1.66,4.17,0.2
Sugarcane,8.22,0.44,1.16,278,7,414,5,1.47,4.88,0.9,3.39,0.74
Maize,6.41,1.0,0.64,583,23,271,49,1.6,3.83,0.93,4.42,0.85
Sugarcane,5.63,0.32,1.0,510,5,409,50,1.09,7.05,1.69,2.84,0.45
Rice,7.76,1.02,0.6,407,37,140,41,1.6,9.81,1.37,2.22,0.85
Rice,7.62,1.15,1.0,151,24,230,47,0.34,9.39,1.35,5.85,1.09
Gram,6.33,0.22,0.57,552,29,503,38,0.23,9.0,0.28,4.38,1.05
Gram,6.7,0.51,0.87,493,5,473,48,0.88,3.92,1.12,4.33,1.09
Cotton,6.65,1.47,0.5,151,41,424,7,1.35,4.42,0.84,2.62,1.03
Soybean,8.5,0.43,0.81,601,38,313,21,0.75,4.31,1.81,4.37,1.34
Cotton,7.71,0.5,0.5,561,34,254,54,1.95,9.86,1.98,6.89,1.0
Onion,6.2,0.6,0.98,232,27,237,60,1.74,7.69,1.62,2.3,0.89
Groundnut,6.71,1.47,0.4,537,32,361,6,1.75,9.21,0.58,1.13,0.91
Tur,6.11,0.91,0.95,263,20,324,60,0.95,9.05,1.48,7.53,1.13
Jowar,8.07,0.41,0.33,323,17,438,45,0.77,4.29,0.59,6.0,0.72
Wheat,6.68,1.27,0.54,616,7,294,11,0.86,4.91,1.02,4.8,1.05
Tur,6.27,1.22,0.79,359,36,542,53,0.37,9.83,1.38,3.91,0.76
Tur,5.61,1.38,0.84,550,45,512,46,0.2,5.84,0.99,1.47,0.86
Cotton,6.6,0.93,1.11,545,27,109,54,0.4,2.02,1.04,4.62,1.34
Onion,7.73,0.98,0.33,600,43,110,8,1.74,3.69,1.57,7.22,0.27
Banana,5.61,1.28,0.87,462,5,186,8,0.69,7.53,0.6,3.3,1.19
Grapes,7.02,0.14,0.98,414,35,323,45,0.83,3.15,0.76,7.95,0.96
Soybean,8.24,0.41,0.58,524,44,365,25,1.21,9.16,1.66,4.0,0.41
Banana,6.1,1.21,0.93,366,43,449,21,1.6,2.39,0.24,6.7,0.34
Cotton,6.25,1.4,0.95,570,45,358,44,0.29,3.96,1.31,1.35,0.78
Cotton,7.33,1.17,0.8,393,18,526,46,1.02,2.66,1.18,3.43,0.3
Sugarcane,7.71,0.94,1.07,645,38,235,34,0.94,7.43,1.4,3.86,1.06
Sugarcane,6.97,1.02,0.43,271,25,593,34,0.38,8.22,1.77,6.02,1.44
Grapes,6.19,0.48,0.82,217,28,514,39,0.4,7.6,0.28,2.3,1.31
Rice,5.7,0.28,0.53,608,33,138,32,1.96,6.63,0.57,2.74,1.49
Bajra,6.73,1.16,1.19,414,15,242,47,1.89,3.15,0.84,4.01,1.01
Sugarcane,8.1,0.85,0.98,330,6,109,13,1.76,7.49,0.34,3.9,0.79
Rice,8.27,0.67,0.86,180,13,467,30,0.7,2.7,1.51,6.23,0.95
Bajra,6.29,0.87,1.13,295,6,476,17,1.79,8.81,0.53,5.88,0.57
Cotton,7.19,1.25,1.06,469,32,483,26,1.11,8.69,1.91,5.34,1.45
Sugarcane,7.16,1.44,0.5,247,43,486,57,1.22,8.96,0.85,4.0,0.25
Soybean,7.75,1.2,0.55,193,36,220,12,0.73,8.57,0.85,6.63,0.23
Soybean,5.52,0.45,0.82,328,43,374,57,1.82,3.54,0.22,1.06,0.79
Grapes,8.29,0.41,0.77,543,21,432,20,0.91,2.57,0.87,1.14,1.25
Bajra,7.39,0.57,1.03,449,29,375,26,0.26,8.2,0.16,1.47,1.18
Tomato,5.87,0.29,0.87,252,9,369,9,1.51,7.4,0.99,3.94,0.13
Gram,7.64,0.1,0.65,295,45,330,40,1.16,5.65,1.45,5.55,1.25
Gram,6.77,0.43,0.96,405,30,278,9,0.67,4.89,0.78,7.86,0.24
Cotton,7.9,0.11,0.7,408,15,186,21,0.4,9.7,1.65,2.72,0.95
Gram,6.99,1.24,0.41,481,20,182,54,0.92,4.24,1.92,2.12,0.19
Sugarcane,5.78,1.34,0.52,580,15,515,44,0.67,6.45,1.89,2.47,0.9
Cotton,7.29,0.94,0.4,387,12,190,52,1.72,9.22,0.4,3.51,0.26
Groundnut,8.21,1.44,0.26,581,25,576,47,1.34,5.32,1.92,6.6,0.39
Grapes,6.72,0.42,0.24,318,43,508,60,1.58,6.02,1.85,3.49,1.35
Tur,8.44,0.11,0.47,408,29,202,29,1.08,5.21,1.9,3.68,0.14
Bajra,6.73,1.29,1.02,467,5,182,31,1.17,9.65,0.81,7.6,1.3
Cotton,5.95,0.47,0.64,313,19,596,58,1.44,2.63,0.71,7.22,1.39
Maize,8.16,0.13,0.79,420,34,480,42,1.81,4.11,1.37,6.96,0.72
Maize,6.47,1.46,0.24,529,32,497,44,1.82,5.25,0.88,3.4,1.41
Onion,6.03,0.25,0.95,278,32,147,14,0.28,9.54,0.96,3.57,0.74
Sugarcane,7.78,1.24,0.8,444,27,229,5,0.21,4.55,1.6,7.53,0.19
Onion,7.45,0.94,0.86,235,29,295,41,1.39,4.93,0.67,6.7,0.75
Cotton,6.25,0.88,1.08,575,32,551,10,0.6,7.34,0.9,6.43,0.59
Wheat,6.54,1.18,1.16,472,32,186,19,0.74,5.05,0.39,1.37,1.14
Onion,8.1,0.28,0.56,531,44,294,55,1.72,6.72,1.7,1.71,0.2
Groundnut,5.6,1.22,0.81,530,9,443,31,0.9,2.13,1.93,2.1,1.2
Tur,7.88,1.07,0.31,567,31,305,30,1.07,7.83,1.05,2.06,1.05
Jowar,5.83,1.21,0.33,331,27,571,8,1.15,4.46,0.94,4.75,0.24
Banana,6.27,0.81,0.52,194,32,393,15,0.65,3.11,0.23,4.59,0.82
Banana,5.72,0.26,0.53,604,35,188,17,0.49,7.57,0.28,2.24,1.03
Wheat,6.57,0.86,1.0,195,5,162,50,1.54,2.33,1.43,1.61,1.39
Soybean,6.63,0.34,0.78,518,44,466,34,0.97,5.18,1.74,7.8,1.25
Banana,8.32,1.35,0.75,574,34,386,56,0.94,4.84,0.67,3.72,0.66
Cotton,7.78,1.29,0.3,443,15,570,49,0.82,8.91,0.25,1.08,1.15
Groundnut,5.88,0.58,0.62,246,22,202,10,0.41,7.13,0.34,7.81,1.07
Gram,6.73,0.2,1.12,213,18,367,14,1.38,8.15,1.95,6.24,0.74
Tur,6.14,1.28,1.13,514,37,422,40,0.27,2.26,1.19,6.4,1.24
Gram,7.37,0.56,0.98,172,42,227,60,0.75,9.11,1.45,1.37,1.03
Cotton,6.15,0.49,1.16,496,45,179,26,0.77,3.21,1.52,1.22,1.37
Rice,5.66,1.22,0.55,536,45,117,17,0.32,6.78,1.43,4.13,1.05
Tomato,6.43,0.84,1.0,449,28,312,23,0.53,7.49,1.43,5.01,0.12
Soybean,7.8,0.29,0.44,401,24,192,19,0.72,5.92,1.39,3.8,0.34
Banana,5.72,1.35,0.64,469,41,168,39,0.43,2.38,1.7,1.24,0.24
Rice,5.88,0.14,0.68,615,38,579,44,0.87,8.32,1.54,6.76,1.26
Wheat,6.64,0.86,0.55,544,11,352,14,1.83,8.32,0.91,4.78,1.42
Tur,7.87,1.27,0.52,367,18,182,41,0.26,5.07,1.23,1.31,0.35
Jowar,7.17,1.47,0.29,324,39,396,56,1.91,3.82,1.94,2.6,1.15
Tur,7.52,0.62,0.75,309,24,598,55,1.07,3.84,0.36,5.29,0.15
Sugarcane,7.72,0.53,0.43,396,22,275,28,1.31,7.88,0.19,1.62,0.79
Tur,6.96,0.29,1.03,187,38,266,35,1.57,7.7,0.26,5.4,1.28
Maize,5.66,0.3,1.15,266,13,520,26,0.61,7.34,0.66,2.41,1.3
Tur,6.9,0.47,1.08,560,10,387,17,1.14,2.6,1.3,5.74,0.45
Onion,6.37,0.88,1.12,635,23,166,27,0.74,4.2,1.9,2.65,1.08
Maize,6.94,0.87,1.11,311,39,271,60,1.93,3.46,0.71,5.91,0.42
Bajra,6.1,1.34,0.93,261,30,556,38,0.69,3.66,0.34,4.25,0.47
Tur,6.84,1.06,1.18,302,32,261,45,1.93,3.34,1.87,4.66,0.44
Tur,7.44,0.66,0.91,348,17,563,28,0.81,9.69,1.03,4.3,1.32
Onion,7.44,0.9,0.33,234,15,442,36,1.33,4.79,1.01,7.21,1.24
Gram,8.04,1.11,0.95,600,20,407,47,0.67,3.5,1.18,6.13,1.3
Rice,5.72,1.1,0.46,246,11,518,27,0.54,3.96,1.98,4.08,0.55
Groundnut,7.1,1.16,0.53,489,41,142,60,1.19,5.47,0.6,4.31,1.09
Tomato,7.3,0.55,0.92,169,44,555,33,0.82,2.27,1.38,2.16,1.17
Grapes,6.27,1.09,0.78,337,15,396,46,1.63,8.57,0.54,1.97,1.12
Bajra,6.34,0.62,1.06,221,15,470,35,0.83,6.27,1.99,3.56,0.96
Gram,7.2,0.68,0.78,249,19,355,58,0.32,5.81,1.04,5.18,1.41
Sugarcane,7.03,0.65,0.98,472,12,455,22,0.39,9.09,0.25,7.86,1.3
Maize,5.73,0.76,1.18,413,31,318,32,1.05,4.69,0.48,2.55,0.81
Sugarcane,8.26,0.47,0.55,569,12,537,48,0.61,2.85,0.98,7.11,0.61
Groundnut,6.85,1.06,0.21,340,11,406,52,0.82,3.4,0.33,7.18,0.6
Jowar,7.67,0.37,1.1,232,43,366,19,1.97,4.32,1.39,2.02,0.34
Rice,6.99,1.29,0.65,459,6,410,32,1.13,4.11,1.72,4.43,0.25
Gram,6.85,1.04,0.57,540,27,471,10,1.58,6.95,0.56,5.27,0.71
Grapes,7.39,0.64,0.67,650,21,316,15,0.54,3.83,0.71,1.21,0.14
Sugarcane,5.59,0.59,0.62,452,32,316,12,0.88,3.59,0.26,5.85,1.22
Tur,7.06,0.32,0.22,508,17,127,36,1.7,7.81,1.01,5.68,0.97
Soybean,6.28,0.65,1.16,483,38,440,6,1.64,7.19,0.26,3.77,0.4
Groundnut,6.94,1.15,0.88,522,30,249,44,0.77,6.84,0.3,4.32,1.43
Onion,5.61,1.12,0.62,264,20,524,9,2.0,4.1,1.99,5.59,0.35
Groundnut,7.47,0.49,1.06,562,41,372,22,0.39,9.59,1.62,7.68,1.04
Cotton,5.82,1.02,0.42,565,14,585,55,1.74,5.8,1.49,2.28,0.13
Tomato,7.39,0.48,0.3,603,17,322,56,0.27,4.0,0.54,3.11,0.72
Jowar,6.97,0.36,0.31,284,35,369,10,0.9,9.03,0.11,2.12,0.36
Sugarcane,5.85,0.53,0.84,609,41,600,51,1.57,4.45,1.39,1.02,0.58
Jowar,7.37,1.34,1.15,498,18,258,22,1.18,4.26,0.45,5.59,0.12
Wheat,7.19,1.39,0.51,369,22,171,14,1.21,3.48,1.33,7.86,1.09
Tomato,7.24,1.44,0.46,231,6,213,5,1.32,6.68,0.95,5.24,0.57
Soybean,6.01,1.27,1.02,385,14,271,18,0.94,7.22,1.19,4.63,0.57
Onion,7.35,0.47,0.87,434,20,324,34,1.8,8.85,0.72,3.64,0.91
Gram,7.28,1.0,0.92,366,23,479,45,1.88,5.03,1.02,4.02,1.03
Bajra,5.85,0.46,0.46,385,12,270,36,1.58,5.9,0.23,6.3,1.13
Soybean,6.68,0.14,0.96,531,5,340,27,0.35,7.92,0.1,2.27,0.85
Rice,8.38,1.36,0.57,332,6,503,51,1.17,2.44,0.32,2.65,0.25
Groundnut,7.06,0.98,0.43,357,26,183,18,1.35,2.18,1.07,3.22,0.2
Bajra,8.07,0.82,0.53,593,42,179,24,1.76,3.84,0.29,3.05,0.28
Grapes,6.12,1.04,0.33,399,28,498,32,1.31,6.09,1.84,5.76,1.23
Cotton,6.91,0.28,0.64,502,8,338,17,0.88,8.51,1.9,3.55,0.35
Grapes,6.9,0.86,0.65,513,45,268,40,1.14,7.96,0.35,7.91,1.28
Tomato,5.63,0.57,0.76,564,26,426,11,1.46,2.51,1.89,4.87,1.19
Gram,7.77,0.73,0.21,408,16,456,20,1.28,5.64,1.06,4.66,1.02
Wheat,6.7,0.33,0.7,293,34,374,55,0.99,8.73,1.01,1.48,0.66
Groundnut,8.0,0.95,0.95,328,9,151,20,1.87,3.71,1.98,6.81,0.41
Groundnut,8.4,0.37,0.5,203,10,342,10,0.8,5.88,1.55,5.48,0.18
Maize,7.84,1.04,0.62,180,34,441,40,1.38,2.99,0.3,3.59,0.72
Bajra,6.24,0.15,0.45,155,17,589,37,1.18,8.41,0.68,3.89,0.84
Rice,5.54,0.65,0.65,474,6,227,27,1.09,7.29,1.71,2.07,0.32
Wheat,6.61,0.3,1.15,561,16,509,34,1.07,3.08,0.3,7.45,0.25
Wheat,7.71,0.13,1.06,512,14,216,60,1.26,7.03,0.77,3.58,0.89
Grapes,8.22,1.25,0.43,595,13,132,58,0.88,2.66,0.17,5.52,0.98
Tomato,6.56,0.3,1.02,325,28,281,18,1.58,8.11,1.14,2.4,0.2
Tur,7.73,1.14,0.46,341,23,306,49,0.32,6.69,1.74,7.24,0.8
Soybean,8.31,0.2,0.55,536,9,103,19,1.38,5.22,1.63,4.29,0.51
Tur,6.79,1.46,0.24,396,6,455,46,0.35,5.98,0.52,4.76,0.53
Rice,8.19,1.11,0.34,406,29,152,32,1.09,8.75,1.34,2.36,0.77
Gram,6.79,0.17,0.59,637,34,308,36,1.95,2.16,1.68,4.2,1.05
Jowar,6.7,0.65,0.55,436,27,474,36,1.75,7.03,1.55,4.64,1.48
Onion,8.49,1.4,0.49,348,20,443,47,0.99,6.64,1.28,4.69,0.92
Grapes,7.49,1.19,0.91,357,39,420,12,0.62,8.32,0.81,4.78,0.98
Bajra,8.08,1.38,0.27,315,41,255,47,0.39,9.08,0.63,6.69,0.72
Grapes,7.76,1.2,0.71,229,33,394,13,1.02,9.95,0.72,7.11,1.13
Soybean,6.22,1.41,0.79,377,17,378,10,0.46,8.05,1.84,1.73,0.27
Maize,7.4,1.48,1.05,386,13,200,50,0.49,9.77,1.64,4.13,1.34
Bajra,5.66,1.41,0.68,566,31,278,35,0.8,3.29,1.93,3.78,0.21
Gram,6.87,0.28,0.95,580,23,373,22,1.47,3.4,1.09,2.65,1.29
Banana,6.96,0.24,0.51,399,13,487,41,1.6,6.36,1.6,2.19,0.95
Sugarcane,6.33,0.25,0.54,216,43,161,9,0.69,8.68,0.81,7.48,0.5
Groundnut,7.51,0.42,0.76,461,6,552,47,1.96,5.22,1.62,2.29,0.99
Bajra,6.02,0.76,0.39,565,8,364,37,0.49,7.34,1.99,1.07,0.68
Cotton,7.65,1.32,1.08,559,6,560,59,1.4,5.26,1.38,3.25,1.21
Sugarcane,6.93,1.17,0.93,202,36,135,54,1.29,8.29,1.95,5.23,0.42
Maize,6.09,1.02,1.11,207,9,510,32,0.81,9.37,0.3,4.2,1.08
Tur,7.7,0.82,0.6,487,13,587,54,1.36,5.26,1.69,1.48,1.03
Tur,7.03,0.46,0.35,648,12,356,24,0.89,4.56,0.84,6.76,0.62
Soybean,6.16,0.3,0.93,400,28,580,22,1.22,9.27,0.32,1.06,0.4
Gram,6.13,1.37,0.22,188,22,242,54,0.69,5.01,0.64,2.09,1.16
Gram,6.34,0.63,0.62,155,9,555,36,1.94,2.13,1.39,6.65,1.38
Cotton,6.83,1.08,1.08,616,23,173,5,0.93,2.55,0.91,3.56,0.85
Gram,6.48,0.36,0.56,583,5,367,21,0.89,5.3,1.49,5.97,1.3
Tur,5.84,0.56,0.6,239,33,141,7,1.34,9.33,1.56,2.26,1.26
Gram,6.14,0.27,0.54,493,13,176,60,1.02,5.31,0.38,2.83,1.4
Sugarcane,6.2,1.49,0.4,370,35,190,52,1.35,7.24,1.14,6.17,1.5
Bajra,6.39,0.57,0.43,266,17,102,29,1.28,7.3,0.33,6.2,0.8
Grapes,6.51,0.89,1.05,188,22,487,43,1.87,4.39,1.59,7.83,1.47
Soybean,6.55,1.23,0.7,542,15,129,58,1.16,2.52,0.3,4.35,1.05
Soybean,5.54,0.18,0.9,369,11,422,13,1.0,5.59,0.86,6.45,0.8
Onion,8.04,1.44,0.96,426,12,125,60,1.14,4.72,1.4,7.67,0.46
Cotton,5.51,1.12,0.9,499,7,598,14,1.17,2.36,1.96,7.58,0.52
Cotton,6.66,0.93,0.69,212,20,299,21,0.51,8.14,0.51,1.88,0.46
Jowar,6.47,0.78,0.34,521,22,550,5,1.97,2.32,1.6,6.33,0.6
Maize,6.49,1.36,1.08,462,23,485,16,1.27,4.16,1.59,1.63,1.14
Sugarcane,6.56,1.17,0.89,305,9,268,51,0.32,3.18,1.77,3.31,0.36
Cotton,5.7,1.01,0.9,396,28,346,57,1.21,7.67,1.34,7.93,1.3
Onion,6.11,0.31,0.63,539,12,591,49,0.6,2.58,0.98,4.46,0.93
Maize,7.0,0.15,0.44,582,20,148,16,1.01,2.88,0.7,7.31,1.18
Cotton,8.49,1.34,0.83,318,17,221,28,1.24,3.73,1.32,1.23,1.03
Groundnut,7.16,1.42,0.61,488,42,197,35,1.74,4.49,0.42,7.24,1.47
Maize,6.94,1.23,0.39,478,28,103,58,1.55,5.52,1.97,6.15,0.84
Gram,6.26,0.6,0.89,577,11,551,28,1.58,2.57,1.26,5.88,0.28
Tomato,8.13,0.55,0.92,539,37,398,36,0.55,4.72,1.76,6.77,0.83
Maize,8.17,0.21,0.49,441,33,516,30,1.82,5.72,0.43,1.11,1.06
Bajra,6.07,0.58,0.26,555,32,508,19,1.27,5.04,1.26,4.95,1.39
Banana,5.7,0.91,0.34,208,24,220,30,1.54,7.16,0.71,3.96,0.86
Tur,7.88,1.41,0.36,579,18,500,5,1.31,8.17,0.31,2.4,1.4
Jowar,6.48,0.39,0.71,164,36,255,43,1.43,2.47,1.68,5.14,1.47
Maize,8.0,1.17,0.6,473,30,555,44,0.38,5.6,1.08,2.82,0.24
Gram,5.58,1.3,0.56,647,9,141,40,0.32,8.3,0.19,2.89,0.36
Maize,5.64,0.62,0.69,435,25,379,14,0.75,5.72,0.15,1.09,1.16
Rice,8.34,1.14,0.3,285,18,407,59,0.49,4.63,0.86,2.34,0.7
Tomato,8.14,0.43,0.48,485,42,594,24,0.75,5.74,0.97,5.13,0.76
Rice,7.9,0.31,0.24,360,26,437,46,0.39,4.12,1.11,7.29,1.01
Gram,6.73,0.39,1.01,363,12,459,18,1.95,4.57,0.15,2.12,1.4
Sugarcane,5.99,0.96,0.5,356,42,122,33,1.21,5.36,1.1,1.02,0.17
Sugarcane,7.15,0.77,0.6,281,16,228,8,0.8,2.77,1.54,5.51,0.45
Cotton,6.69,0.38,0.94,397,11,190,37,1.11,9.09,0.47,1.66,1.45
Banana,6.53,0.72,0.59,553,5,290,40,1.65,4.03,1.14,1.79,1.13
Cotton,7.51,1.47,0.47,613,25,599,21,0.75,7.9,1.46,4.21,0.49
Bajra,7.91,0.35,0.26,443,6,465,41,1.98,5.89,1.46,4.63,0.43
Sugarcane,8.47,0.12,1.15,160,10,189,14,1.64,8.26,0.38,7.4,0.77
Cotton,6.81,1.1,0.85,600,10,443,8,1.6,9.7,0.78,1.46,1.41
Bajra,7.48,1.26,0.6,272,25,125,40,1.6,6.18,0.68,5.21,0.87
Soybean,6.48,0.96,0.96,548,20,476,42,1.02,6.47,1.04,7.15,0.64
Soybean,7.03,1.19,0.94,295,26,212,34,1.92,7.05,0.8,4.98,0.4
Banana,5.75,1.0,1.2,545,25,120,10,0.32,5.76,1.02,3.98,0.53
Banana,6.18,0.8,0.36,239,8,181,60,1.46,8.04,1.37,6.94,1.03
Bajra,6.97,0.15,0.59,344,39,384,34,0.33,2.26,1.8,2.79,0.99
Soybean,5.53,0.69,0.88,412,44,422,34,0.83,5.53,1.18,4.07,0.95
Banana,8.4,1.09,1.03,601,43,575,47,1.55,5.68,1.79,6.77,0.36
Onion,5.66,0.14,0.98,182,34,174,36,0.44,3.87,1.34,4.87,0.17
Tur,6.22,1.24,0.3,374,17,201,57,0.97,2.42,0.28,2.44,1.02
Banana,6.69,0.76,0.8,547,10,141,13,0.57,5.34,0.89,1.76,1.22
Tur,5.93,0.96,0.45,398,14,103,10,0.91,6.08,0.91,3.6,0.63
Cotton,8.24,0.38,1.05,596,15,265,6,1.05,9.82,1.15,5.43,0.81
Tomato,8.48,0.26,0.51,531,38,134,47,0.99,8.55,0.27,1.81,0.42
Wheat,7.09,0.66,0.82,560,15,463,16,1.15,6.92,1.33,2.99,1.28
Groundnut,5.85,1.11,0.25,594,40,495,53,0.29,2.63,1.39,7.91,0.94
Gram,6.45,1.18,0.27,553,34,429,57,1.17,3.26,1.83,6.9,0.15
Maize,7.27,0.31,0.28,178,12,355,14,0.4,4.85,1.37,7.31,0.83
Gram,6.95,0.5,0.8,512,12,300,17,1.32,4.25,1.61,3.48,0.62
Onion,8.48,0.96,0.43,456,30,550,50,0.21,4.85,0.51,3.78,0.23
Soybean,6.9,1.2,0.75,603,31,362,12,0.82,4.67,0.78,1.09,1.24
Grapes,6.47,1.1,0.65,542,32,519,15,0.48,6.67,1.6,1.02,0.44
Sugarcane,6.84,1.11,0.42,415,18,475,33,0.71,2.47,0.31,1.21,1.46
Gram,7.54,0.95,0.26,459,44,266,46,1.78,7.31,1.2,3.85,0.6
Banana,6.2,0.42,0.71,586,22,415,40,1.85,5.95,0.1,1.69,0.2
Tur,7.45,1.03,0.93,649,35,541,10,1.5,8.12,0.13,3.64,0.86
Grapes,7.69,0.66,1.1,226,11,252,18,1.05,9.08,0.95,5.08,0.27
Banana,6.26,0.14,0.22,587,29,569,28,1.6,9.52,0.2,7.27,0.79
Wheat,7.08,0.94,1.1,237,19,250,37,1.6,2.08,0.81,2.04,1.25
Soybean,5.53,1.36,0.21,490,12,483,35,0.51,3.91,1.65,4.28,0.25
Rice,7.02,1.33,0.59,646,44,209,5,1.53,5.09,0.45,4.94,0.45
Soybean,7.25,0.68,0.91,341,37,525,30,0.85,7.83,0.44,6.54,0.26
Banana,6.71,1.25,0.81,261,31,435,9,0.48,6.74,0.92,1.25,0.84
Onion,6.2,1.29,0.92,323,32,547,39,1.17,7.98,1.69,1.46,0.13
Gram,6.56,1.45,0.6,520,30,429,10,0.74,7.56,1.04,5.4,0.26
Rice,7.65,1.46,0.87,433,39,582,44,0.46,5.13,0.23,1.15,0.49
Groundnut,8.0,0.46,0.93,522,38,331,22,0.77,7.24,1.73,7.44,0.28
Soybean,8.03,0.63,0.9,262,10,393,20,0.84,3.39,1.57,5.11,1.34
Soybean,5.91,1.12,1.13,533,29,515,58,1.05,7.48,1.66,6.37,1.45
Grapes,6.34,1.17,1.1,451,22,495,42,0.31,9.29,1.72,5.55,1.41
Tomato,5.98,1.44,0.31,274,24,153,25,1.25,2.9,1.58,7.69,0.13
Soybean,7.85,0.24,0.99,613,14,451,42,0.58,5.81,1.58,1.66,0.91
Jowar,6.38,1.49,0.94,408,23,194,41,1.24,8.02,1.54,2.63,0.95
Jowar,8.0,1.01,0.92,542,36,197,52,1.87,8.55,0.61,7.43,0.49
Jowar,6.09,0.23,1.1,587,21,560,45,1.72,7.83,0.92,1.68,1.17
Banana,5.58,1.5,0.4,503,34,461,48,1.81,9.94,0.12,4.66,0.24
Grapes,7.96,0.62,1.03,601,7,276,28,1.23,6.96,0.11,7.84,0.73
Maize,6.27,1.19,0.26,534,37,412,44,0.76,5.34,1.41,8.0,0.53
Tur,6.7,1.27,1.09,341,22,580,22,0.68,3.3,1.12,7.39,0.21
Wheat,8.14,0.33,0.9,571,13,343,11,0.93,2.03,1.56,4.55,1.3
Sugarcane,8.22,0.33,1.14,431,19,400,11,0.21,8.53,0.43,2.8,0.81
Rice,6.18,0.53,0.76,386,17,109,20,1.2,3.39,0.33,6.42,1.19
Cotton,6.25,1.28,0.95,265,35,248,49,0.32,4.26,1.23,6.88,0.79
Grapes,7.62,0.18,1.13,323,28,139,8,1.74,6.66,1.69,1.21,1.11
Sugarcane,6.48,1.36,0.56,498,32,334,14,1.98,6.65,1.8,3.34,0.88
Maize,5.73,0.93,0.38,270,22,440,32,0.52,5.81,1.59,4.5,1.15
Tomato,7.79,0.65,0.46,513,28,595,49,1.86,8.62,0.16,3.29,1.1
Sugarcane,6.66,0.39,0.91,468,32,241,39,1.57,3.34,1.32,6.59,0.88
Wheat,7.34,0.43,0.86,241,12,506,5,0.29,3.41,0.27,5.61,0.9
Cotton,5.75,1.5,1.17,253,9,555,49,1.97,9.87,1.9,1.95,0.82
Grapes,5.53,1.49,0.72,461,19,355,44,1.66,6.82,1.19,7.81,1.09
Grapes,8.2,0.35,0.66,491,22,295,18,0.89,9.17,0.44,7.23,1.31
Tomato,7.04,0.49,0.98,572,22,295,28,1.16,6.26,1.88,5.01,0.76
Tur,7.68,0.9,0.61,477,16,242,16,1.83,3.6,1.5,4.68,0.61
Grapes,6.0,1.15,0.24,647,7,466,17,1.74,5.24,1.49,6.84,0.98
Gram,7.02,0.17,0.56,192,25,316,5,0.7,2.77,0.19,6.19,0.33
Tomato,5.54,0.28,1.08,534,14,248,17,1.53,8.02,1.36,5.27,0.81
Tur,7.52,0.8,0.22,569,35,465,59,0.83,7.66,1.02,7.19,1.08
Grapes,7.56,1.02,0.86,341,12,131,16,1.85,4.86,1.54,6.84,0.44
Tur,6.65,0.87,0.22,264,18,294,30,0.46,6.34,0.27,3.78,1.23
Groundnut,6.82,1.26,1.16,515,15,195,53,1.58,8.47,0.46,3.26,0.34
Wheat,6.15,1.46,1.03,210,7,519,39,1.8,7.54,0.32,3.59,0.22
Grapes,7.49,1.35,0.93,383,39,169,46,0.69,6.42,0.9,5.12,0.11
Wheat,7.64,1.15,0.81,204,15,181,14,1.97,2.36,1.6,3.38,0.44
Tur,6.92,0.75,0.22,633,6,303,52,0.6,3.27,0.27,6.29,1.0
Banana,8.39,1.17,0.6,610,33,403,31,0.65,2.25,0.41,1.09,1.4
